iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
276,4,1,8,2,11,21,18,18,17,1,252,0,0.34,0,28,3,0,25,25,25,25,0,0,2,4,5,5,5,1,3,3,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,1,6,9,8,7,9,8,8,7,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,4,4,3,2,253,0,0.58,0,33,4,25,30,10,10,5,20,1,6,6,7,6,7,4,6,5,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,0,4,7,7,2,6,3,5,4,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,12,12,11,3,254,0,0.49,1,22,2,25,7,25,25,8,10,1,8,7,6,5,5,3,7,5,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,0,3,8,10,3,6,4,5,6,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,13,13,12,4,255,0,0.24,0,26,4,16.67,16.67,16.67,16.67,16.67,16.67,0,6,6,6,6,6,6,6,6,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,0,7,6,5,5,4,6,5,3,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,7,7,6,5,256,0,-0.06,0,24,4,15,25,20,20,10,10,0,6,5,6,7,6,5,6,7,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,1,7,8,9,7,8,8,8,7,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,11,11,10,6,257,0,0.7,1,24,2,22,14,30,10,14,10,0,3,5,6,6,6,2,6,2,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,0,6,5,4,5,3,6,5,4,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,5,5,4,7,258,1,0.1,0,25,6,7,35,20,20,5,13,1,7,10,10,6,3,9,8,8,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,1,6,10,9,8,8,5,7,5,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,1,1,21,8,259,0,0.72,1,25,2,15,18,19,19,17,12,0,7,2,8,8,5,7,8,3,1,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,1,10,10,10,10,10,10,10,10,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,8,8,7,9,260,1,0.39,0,27,4,19,20,19,14,13,15,1,7,7,8,7,8,6,8,10,1,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,1,7,7,8,7,5,6,9,10,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,3,3,2,10,261,1,0.7,0,26,4,15,20,20,20,15,10,1,8,10,9,8,7,8,9,10,1,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,1,8,10,9,7,5,8,9,10,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,17,17,16,11,262,0,0.39,1,29,2,10,40,20,20,0,10,0,7,7,8,8,7,6,7,5,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,0,5,6,7,3,6,6,6,3,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,14,14,13,12,263,0,0.2,0,26,1,20,20,20,10,20,10,0,5,9,7,7,7,3,7,0,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,1,8,5,7,8,7,8,8,6,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,15,15,14,13,264,0,0.57,1,26,2,15,15,25,20,5,20,0,5,6,7,6,6,6,6,5,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,1,8,9,6,8,5,7,9,8,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,19,19,18,14,265,0,0.52,1,32,2,15,5,45,10,15,10,0,6,5,8,4,6,8,8,2,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,0,3,4,6,2,3,4,3,3,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,10,10,9,15,266,0,0.52,1,28,2,25,20,20,25,0,10,0,4,6,7,5,4,1,4,6,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,1,9,9,6,5,4,3,7,2,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,21,21,20,16,267,0,-0.22,0,26,4,20,30,10,15,10,15,0,5,6,6,6,7,6,5,6,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,0,5,8,3,5,3,4,6,3,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,9,9,8,17,268,1,0.06,0,24,3,30,20,20,10,15,5,1,7,8,9,7,8,8,8,6,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,1,8,9,8,8,7,7,8,6,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,20,20,19,18,269,0,0.71,1,24,2,20,10,30,15,15,10,0,6,8,9,6,8,3,8,8,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,1,9,10,8,9,7,8,9,9,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,2,2,1,19,270,1,0.63,0,23,4,16,16,19,17,14,18,1,7,7,8,7,6,8,7,6,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,1,7,9,8,7,5,5,7,7,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,16,16,15,20,271,0,0.55,1,23,2,10,15,40,15,10,10,0,4,4,7,4,4,5,4,4,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,1,7,4,4,9,8,8,8,7,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
276,4,1,8,2,11,21,6,6,5,21,272,0,0.43,1,25,2,25,20,25,25,5,0,0,6,8,9,7,8,6,6,7,2,26,Molecular Biology,10,UC Berkeley,1309,15162,2,7,3,"New Hope, PA",18977,80608,2,4,1,Academia,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,,24,16,28,14,8,10,25,13,11,23,13,15,25,18,11,18,23,5,7,6,7,10,8,5,6,9,6,7,0,7,6,5,6,8,6,6,3,0,9,25,15,15,20,5,20,7,8,9,7,7,6,1,2,,,,,,,25,15,20,20,5,15,25,10,10,25,15,15,25,15,15,20,20,5,7,6,8,7,8,6,5,7,7,5,1,1,1,1,,25,15,25,15,5,15,25,15,20,20,5,15,30,10,15,20,5,20,20,20,10,15,20,15,8,8,9,7,8,7,8,9,6,7
277,5,1,10,2,11,21,18,18,18,1,252,0,-0.11,0,28,3,0,25,25,25,25,0,0,2,1,1,1,9,5,1,2,2,25,Genetics & Development,10,RPI,1308,25555,2,1,1,Connecticut,6098,,1,7,5,Professor,2,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2,5,,60,20,0,20,0,0,40,10,10,20,10,10,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,0,6,8,7,6,,,6,1,0,2,60,10,5,20,0,5,4,8,8,8,5,6,1,2,,,,,,,60,10,0,20,0,10,50,0,0,30,0,20,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,1,0,1,1,,60,20,0,20,0,0,60,20,0,20,0,0,60,0,0,20,0,20,50,0,0,0,50,0,4,8,8,8,6,4,8,7,8,7
277,5,1,10,2,11,21,4,4,4,2,253,0,0.13,0,33,4,25,30,10,10,5,20,1,7,7,8,8,7,5,8,7,2,25,Genetics & Development,10,RPI,1308,25555,2,1,1,Connecticut,6098,,1,7,5,Professor,2,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2,5,,60,20,0,20,0,0,40,10,10,20,10,10,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,0,5,7,7,5,6,,6,1,0,2,60,10,5,20,0,5,4,8,8,8,5,6,1,2,,,,,,,60,10,0,20,0,10,50,0,0,30,0,20,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,1,0,1,1,,60,20,0,20,0,0,60,20,0,20,0,0,60,0,0,20,0,20,50,0,0,0,50,0,4,8,8,8,6,4,8,7,8,7
277,5,1,10,2,11,21,12,12,12,3,254,0,0.19,1,22,2,25,7,25,25,8,10,1,9,5,8,7,5,4,8,5,2,25,Genetics & Development,10,RPI,1308,25555,2,1,1,Connecticut,6098,,1,7,5,Professor,2,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2,5,,60,20,0,20,0,0,40,10,10,20,10,10,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,0,6,7,7,6,,,7,2,0,2,60,10,5,20,0,5,4,8,8,8,5,6,1,2,,,,,,,60,10,0,20,0,10,50,0,0,30,0,20,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,1,0,1,1,,60,20,0,20,0,0,60,20,0,20,0,0,60,0,0,20,0,20,50,0,0,0,50,0,4,8,8,8,6,4,8,7,8,7
277,5,1,10,2,11,21,13,13,13,4,255,0,0.06,0,26,4,16.67,16.67,16.67,16.67,16.67,16.67,0,6,6,6,6,6,6,6,6,2,25,Genetics & Development,10,RPI,1308,25555,2,1,1,Connecticut,6098,,1,7,5,Professor,2,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2,5,,60,20,0,20,0,0,40,10,10,20,10,10,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,0,6,6,6,4,5,,6,0,0,2,60,10,5,20,0,5,4,8,8,8,5,6,1,2,,,,,,,60,10,0,20,0,10,50,0,0,30,0,20,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,1,0,1,1,,60,20,0,20,0,0,60,20,0,20,0,0,60,0,0,20,0,20,50,0,0,0,50,0,4,8,8,8,6,4,8,7,8,7
277,5,1,10,2,11,21,7,7,7,5,256,0,-0.39,0,24,4,15,25,20,20,10,10,0,6,6,6,6,7,4,5,6,2,25,Genetics & Development,10,RPI,1308,25555,2,1,1,Connecticut,6098,,1,7,5,Professor,2,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2,5,,60,20,0,20,0,0,40,10,10,20,10,10,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,0,7,7,7,7,,,7,2,0,2,60,10,5,20,0,5,4,8,8,8,5,6,1,2,,,,,,,60,10,0,20,0,10,50,0,0,30,0,20,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,1,0,1,1,,60,20,0,20,0,0,60,20,0,20,0,0,60,0,0,20,0,20,50,0,0,0,50,0,4,8,8,8,6,4,8,7,8,7
277,5,1,10,2,11,21,11,11,11,6,257,0,0.55,1,24,2,22,14,30,10,14,10,0,5,6,6,6,6,7,6,3,2,25,Genetics & Development,10,RPI,1308,25555,2,1,1,Connecticut,6098,,1,7,5,Professor,2,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2,5,,60,20,0,20,0,0,40,10,10,20,10,10,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,0,7,6,6,6,,8,7,2,0,2,60,10,5,20,0,5,4,8,8,8,5,6,1,2,,,,,,,60,10,0,20,0,10,50,0,0,30,0,20,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,1,0,1,1,,60,20,0,20,0,0,60,20,0,20,0,0,60,0,0,20,0,20,50,0,0,0,50,0,4,8,8,8,6,4,8,7,8,7
277,5,1,10,2,11,21,5,5,5,7,258,1,0.58,0,25,6,7,35,20,20,5,13,1,8,9,10,5,4,9,7,6,2,25,Genetics & Development,10,RPI,1308,25555,2,1,1,Connecticut,6098,,1,7,5,Professor,2,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2,5,,60,20,0,20,0,0,40,10,10,20,10,10,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,1,8,7,8,8,,,8,3,0,2,60,10,5,20,0,5,4,8,8,8,5,6,1,2,,,,,,,60,10,0,20,0,10,50,0,0,30,0,20,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,1,0,1,1,,60,20,0,20,0,0,60,20,0,20,0,0,60,0,0,20,0,20,50,0,0,0,50,0,4,8,8,8,6,4,8,7,8,7
277,5,1,10,2,11,21,1,1,1,8,259,1,0.24,1,25,2,15,18,19,19,17,12,1,7,3,10,10,7,7,8,10,1,25,Genetics & Development,10,RPI,1308,25555,2,1,1,Connecticut,6098,,1,7,5,Professor,2,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2,5,,60,20,0,20,0,0,40,10,10,20,10,10,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,1,8,8,8,9,,,9,10,1,2,60,10,5,20,0,5,4,8,8,8,5,6,1,2,,,,,,,60,10,0,20,0,10,50,0,0,30,0,20,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,1,0,1,1,,60,20,0,20,0,0,60,20,0,20,0,0,60,0,0,20,0,20,50,0,0,0,50,0,4,8,8,8,6,4,8,7,8,7
277,5,1,10,2,11,21,8,8,8,9,260,1,0.36,0,27,4,19,20,19,14,13,15,1,9,9,10,10,8,3,9,10,1,25,Genetics & Development,10,RPI,1308,25555,2,1,1,Connecticut,6098,,1,7,5,Professor,2,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2,5,,60,20,0,20,0,0,40,10,10,20,10,10,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,1,7,8,8,8,,,8,10,1,2,60,10,5,20,0,5,4,8,8,8,5,6,1,2,,,,,,,60,10,0,20,0,10,50,0,0,30,0,20,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,1,0,1,1,,60,20,0,20,0,0,60,20,0,20,0,0,60,0,0,20,0,20,50,0,0,0,50,0,4,8,8,8,6,4,8,7,8,7
277,5,1,10,2,11,21,3,3,3,10,261,1,0.13,0,26,4,15,20,20,20,15,10,1,8,8,8,8,7,6,8,7,2,25,Genetics & Development,10,RPI,1308,25555,2,1,1,Connecticut,6098,,1,7,5,Professor,2,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2,5,,60,20,0,20,0,0,40,10,10,20,10,10,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,1,6,7,7,7,,7,7,2,1,2,60,10,5,20,0,5,4,8,8,8,5,6,1,2,,,,,,,60,10,0,20,0,10,50,0,0,30,0,20,50,0,0,0,50,0,4,8,8,8,5,4,8,8,8,5,1,0,1,1,,60,20,0,20,0,0,60,20,0,20,0,0,60,0,0,20,0,20,50,0,0,0,50,0,4,8,8,8,6,4,8,7,8,7
