avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
42.0,0.0,10.0,3.39,12.25,1.48,standing
42.0,0.0,14.25,0.83,11.25,1.48,standing
42.0,0.0,10.0,2.12,6.0,2.12,standing
43.0,0.71,6.33,3.3,12.67,1.89,standing
44.67,0.47,15.0,1.87,17.33,0.47,standing
44.5,0.5,18.25,0.43,18.25,0.43,standing
44.33,0.47,19.67,0.47,19.25,0.83,standing
44.5,0.5,19.0,0.0,18.0,0.71,standing
44.5,0.5,17.75,0.43,16.0,1.0,standing
45.0,0.0,14.5,1.5,13.75,1.3,standing
45.0,0.0,11.75,0.43,14.0,1.0,standing
45.0,0.0,11.25,0.43,14.5,1.5,standing
44.75,0.43,9.33,0.47,15.67,0.94,standing
44.5,0.5,11.5,0.87,15.75,1.09,standing
44.75,0.43,12.0,0.0,16.0,1.0,standing
45.0,0.0,12.0,0.0,15.67,0.47,standing
44.75,0.43,14.5,1.12,15.5,0.5,standing
45.0,0.0,16.33,0.47,15.25,0.43,standing
45.0,0.0,18.0,0.0,15.0,0.0,standing
45.0,0.0,18.0,0.0,13.25,1.09,standing
45.0,0.0,18.0,0.0,12.0,0.0,standing
45.0,0.0,18.0,0.0,11.75,0.43,standing
45.0,0.0,19.5,0.87,12.75,0.83,standing
44.75,0.43,20.75,0.43,15.25,1.79,standing
44.5,0.5,21.0,0.0,17.75,0.43,standing
44.5,0.5,20.25,0.43,17.75,0.43,standing
44.75,0.43,19.5,0.5,16.5,0.5,standing
45.0,0.0,19.5,0.5,15.75,0.83,standing
45.0,0.0,20.33,0.47,15.33,0.47,standing
45.0,0.0,20.25,0.43,16.0,0.82,standing
45.0,0.0,19.75,0.43,15.67,0.47,standing
45.0,0.0,18.25,0.43,15.75,0.83,standing
45.0,0.0,18.0,0.0,15.5,0.5,standing
45.0,0.0,16.75,0.43,14.25,0.83,standing
45.0,0.0,16.75,0.43,13.33,1.25,standing
45.0,0.0,17.75,0.43,13.0,1.22,standing
45.0,0.0,18.0,0.0,14.75,1.09,standing
45.0,0.0,18.0,0.0,13.25,0.83,standing
45.0,0.0,17.75,0.43,13.0,1.0,standing
45.0,0.0,16.75,0.43,13.5,0.87,standing
45.0,0.0,16.0,0.0,12.75,0.43,standing
45.0,0.0,16.25,0.43,12.0,0.0,standing
45.0,0.0,17.0,0.0,12.0,0.0,standing
45.0,0.0,17.25,0.43,13.5,0.87,standing
45.0,0.0,17.75,0.43,13.75,0.83,standing
45.0,0.0,17.25,0.43,13.75,0.83,standing
45.0,0.0,16.5,1.12,14.67,0.47,standing
45.0,0.0,15.5,0.5,14.25,1.48,standing
45.0,0.0,15.25,0.43,14.75,0.83,standing
45.0,0.0,15.0,0.0,14.75,0.83,standing
45.0,0.0,15.0,0.0,15.25,0.83,standing
44.75,0.43,15.0,0.0,15.75,0.83,standing
44.75,0.43,15.0,0.0,15.25,0.43,standing
45.0,0.0,14.75,0.43,14.5,0.87,standing
45.0,0.0,14.5,0.5,12.5,0.5,standing
45.0,0.0,15.0,0.0,12.33,0.47,standing
45.0,0.0,15.75,0.43,12.5,0.87,standing
45.0,0.0,16.5,0.5,13.0,1.22,standing
45.0,0.0,16.5,0.5,13.67,0.47,standing
45.0,0.0,16.67,0.47,14.67,0.47,standing
45.0,0.0,18.0,0.0,14.25,0.83,standing
45.0,0.0,18.25,0.43,14.4,0.49,standing
45.0,0.0,18.25,0.43,15.0,0.71,standing
45.0,0.0,18.75,0.43,15.67,0.47,standing
45.0,0.0,19.0,0.71,15.25,0.43,standing
45.0,0.0,18.0,0.0,14.5,0.5,standing
44.75,0.43,16.75,0.83,15.25,0.43,standing
44.33,0.47,15.0,0.0,14.5,0.5,standing
44.0,0.71,15.25,0.43,13.75,1.3,standing
45.0,0.0,17.25,1.3,11.0,1.22,standing
45.0,0.0,18.0,0.0,10.25,0.83,standing
45.0,0.0,18.75,0.43,9.25,0.43,standing
45.0,0.0,19.0,0.0,11.75,1.09,standing
45.0,0.0,19.25,0.43,14.0,1.22,standing
45.0,0.0,19.0,0.0,14.75,0.43,standing
45.0,0.0,18.0,0.0,15.75,0.43,standing
45.0,0.0,18.0,0.0,16.0,0.71,standing
45.0,0.0,18.0,0.0,15.67,0.94,standing
45.0,0.0,17.75,0.43,15.75,0.83,standing
45.0,0.0,17.75,0.43,15.75,0.83,standing
45.0,0.0,17.5,0.5,15.0,0.0,standing
45.0,0.0,18.0,0.0,14.75,0.43,standing
45.0,0.0,18.0,0.0,14.67,0.47,standing
45.0,0.0,17.25,0.43,13.5,1.12,standing
45.0,0.0,18.0,0.0,13.5,1.12,standing
45.0,0.0,18.75,0.43,14.25,0.83,standing
45.0,0.0,18.5,0.5,14.5,0.5,standing
45.0,0.0,18.25,0.43,15.5,0.5,standing
45.0,0.0,18.5,0.5,15.5,0.5,standing
45.0,0.0,18.25,0.43,16.0,0.71,standing
45.0,0.0,17.0,1.0,16.75,1.3,standing
45.0,0.0,15.0,0.0,16.25,0.43,standing
45.0,0.0,15.0,0.0,15.25,0.43,standing
45.0,0.0,15.25,0.43,14.75,0.43,standing
45.0,0.0,15.0,0.0,14.75,0.43,standing
44.75,0.43,16.5,1.12,14.75,0.43,standing
45.0,0.0,18.0,0.0,12.67,0.47,standing
45.0,0.0,18.25,0.43,14.0,1.0,standing
45.0,0.0,18.25,0.43,14.0,0.82,standing
45.0,0.0,18.25,0.43,15.0,1.41,standing
45.0,0.0,19.25,0.43,16.25,1.09,standing
44.33,0.47,20.33,0.47,17.0,1.0,standing
44.5,0.5,21.0,0.0,18.0,0.71,standing
44.5,0.5,20.75,0.43,17.5,0.5,standing
44.75,0.43,19.5,0.5,15.25,0.43,standing
44.75,0.43,19.5,0.5,13.75,1.3,standing
45.0,0.0,18.0,0.0,13.5,1.12,standing
45.0,0.0,19.0,0.82,12.0,0.0,standing
45.0,0.0,20.75,0.43,13.33,0.47,standing
45.0,0.0,20.75,0.43,14.4,0.8,standing
45.0,0.0,21.0,0.0,16.5,1.12,standing
45.0,0.0,21.0,0.0,17.75,0.43,standing
45.0,0.0,20.0,0.71,18.0,0.0,standing
45.0,0.0,18.0,0.0,16.5,1.12,standing
44.33,0.47,18.0,0.0,15.75,0.83,standing
44.5,0.5,17.75,0.43,17.25,0.83,standing
44.25,0.83,15.0,0.71,16.75,1.09,standing
43.5,0.5,13.0,0.0,17.0,0.71,standing
42.75,0.83,12.0,0.0,17.0,0.71,standing
42.5,0.5,12.25,0.43,16.0,0.71,standing
42.75,0.43,14.0,1.22,17.0,1.22,standing
43.5,0.5,16.5,1.12,17.75,0.43,standing
43.5,0.5,18.5,0.87,17.75,0.43,standing
44.25,0.43,18.5,0.5,17.25,0.83,standing
42.75,0.83,17.5,0.5,17.5,0.5,standing
43.0,1.0,15.5,0.5,17.75,0.43,standing
43.25,0.43,15.0,0.0,17.5,0.5,standing
44.5,0.5,16.33,0.94,17.67,0.47,standing
44.5,0.5,16.67,0.47,17.67,0.47,standing
44.6,0.49,16.8,0.75,18.0,0.0,standing
44.5,0.5,15.25,0.43,18.0,0.0,standing
43.0,0.82,15.0,0.0,17.5,0.5,standing
42.33,0.47,15.0,0.0,16.5,1.12,standing
43.25,0.43,15.0,0.0,16.75,0.83,standing
44.0,0.0,15.25,0.43,15.25,0.43,standing
44.5,0.5,15.75,0.83,14.75,0.43,standing
44.5,0.5,15.0,0.0,15.0,1.22,standing
44.75,0.43,14.5,0.5,15.75,0.83,standing
44.5,0.5,12.0,0.0,15.25,0.43,standing
44.75,0.43,11.5,0.87,15.0,0.0,standing
44.0,0.71,9.33,0.47,13.0,0.82,standing
43.5,0.5,9.0,0.0,11.25,0.83,standing
43.67,0.47,11.0,1.22,15.0,0.0,standing
42.75,0.83,14.75,0.83,18.25,1.09,standing
42.0,0.0,16.67,0.94,20.0,1.22,standing
40.25,1.3,15.75,0.83,19.0,0.71,standing
39.25,0.43,14.5,0.5,17.75,0.43,standing
39.25,0.43,13.5,1.5,14.75,1.79,standing
39.0,0.0,9.5,0.87,12.5,0.5,standing
39.5,0.5,4.75,3.03,11.5,1.5,standing
39.75,0.83,1.0,0.0,10.75,1.09,standing
39.5,0.5,6.5,0.5,9.33,1.25,standing
40.25,0.83,11.67,0.47,12.67,0.47,standing
42.75,0.83,13.0,1.22,10.0,1.58,standing
45.0,0.0,15.75,0.83,9.75,1.48,standing
45.67,0.47,16.75,0.43,6.67,0.94,standing
45.25,0.43,17.5,0.5,5.75,2.17,standing
45.0,0.0,17.75,0.43,7.0,0.82,standing
45.0,0.0,16.0,0.71,8.33,0.47,standing
45.0,0.0,14.67,0.47,2.67,1.25,standing
44.5,0.5,14.75,0.43,6.0,1.41,standing
45.0,0.0,17.5,1.5,11.25,1.3,standing
45.0,0.0,15.75,2.28,8.0,5.7,standing
43.75,1.09,6.33,3.3,15.75,0.83,standing
40.75,1.09,10.33,0.94,13.67,0.47,standing
38.25,0.83,12.0,0.0,13.0,0.71,standing
38.25,0.83,12.2,0.4,13.2,0.98,standing
39.5,0.5,12.0,0.0,12.0,1.41,standing
42.25,0.43,8.0,1.41,7.5,3.84,standing
43.25,0.43,16.0,1.58,18.75,1.48,standing
44.33,0.47,18.75,0.43,21.0,0.0,standing
44.33,0.47,20.33,0.47,21.0,0.0,standing
44.5,0.5,21.0,0.0,21.0,0.0,standing
44.5,0.5,21.0,0.0,21.0,0.0,standing
44.5,0.5,19.0,1.0,18.25,0.43,standing
44.5,0.5,18.0,0.0,17.75,0.43,standing
44.5,0.5,17.75,0.43,18.0,0.0,standing
43.75,0.43,18.0,0.0,18.75,0.83,standing
44.5,0.5,18.75,0.43,20.0,0.71,standing
44.25,0.83,19.0,0.0,20.0,0.82,standing
44.5,0.5,19.75,0.43,19.5,0.5,standing
44.67,0.47,19.25,0.43,20.33,0.94,standing
44.5,0.5,19.0,0.0,19.5,0.5,standing
44.33,0.47,20.67,0.47,19.25,0.83,standing
45.0,0.0,19.5,0.5,19.25,0.83,standing
45.0,0.0,18.5,0.5,18.5,0.5,standing
45.0,0.0,18.75,0.43,19.5,1.12,standing
45.0,0.0,18.5,0.5,19.25,0.83,standing
45.0,0.0,18.0,0.0,18.25,0.43,standing
45.0,0.0,18.0,0.0,18.0,0.0,standing
44.5,0.5,18.0,0.0,18.0,0.0,standing
44.5,0.5,17.75,0.43,17.5,0.87,standing
44.75,0.43,17.5,0.5,17.75,0.43,standing
45.0,0.0,18.0,0.0,18.67,0.47,standing
45.0,0.0,19.5,0.5,18.75,0.83,standing
45.0,0.0,18.5,0.5,18.67,0.47,standing
45.0,0.0,18.25,0.43,18.5,0.5,standing
45.0,0.0,18.0,0.0,18.25,0.43,standing
45.0,0.0,17.0,0.71,17.25,0.83,standing
45.0,0.0,16.0,0.71,17.0,0.71,standing
44.75,0.43,17.25,0.43,15.0,0.0,standing
44.75,0.43,17.67,0.47,15.67,0.47,standing
44.5,0.5,16.2,0.98,15.8,0.75,standing
44.0,0.71,13.5,1.5,15.0,0.71,standing
43.75,0.83,12.0,0.0,14.5,1.12,standing
43.0,0.71,12.0,0.0,14.33,0.94,standing
43.5,0.5,11.75,0.43,13.25,1.3,standing
43.67,0.47,10.5,0.87,14.33,0.94,standing
43.25,0.83,11.5,0.5,14.25,0.83,standing
42.33,0.47,10.67,0.47,14.75,0.43,standing
43.0,0.71,11.0,1.0,14.75,0.43,standing
43.25,0.43,13.0,1.0,17.25,1.3,standing
43.33,0.47,10.67,0.47,17.0,1.22,standing
43.0,1.0,11.75,0.43,17.0,0.71,standing
43.5,0.5,11.75,0.43,15.75,0.83,standing
43.67,0.47,12.5,0.5,15.5,0.5,standing
44.0,0.0,14.75,1.09,15.0,0.71,standing
44.25,0.83,16.5,0.5,14.75,1.3,standing
44.5,0.5,17.5,0.5,16.5,1.12,standing
44.5,0.5,18.0,0.0,17.67,0.47,standing
44.5,0.5,18.5,0.5,18.25,0.43,standing
44.67,0.47,20.5,0.5,19.67,0.47,standing
44.67,0.47,20.5,0.87,20.67,0.47,standing
44.8,0.4,20.5,0.5,19.8,0.75,standing
44.5,0.5,21.0,0.0,20.0,0.71,standing
45.0,0.0,21.0,0.0,19.75,0.83,standing
44.75,0.43,21.0,0.0,19.25,0.83,standing
44.0,0.71,21.0,0.0,20.5,0.5,standing
44.5,0.5,21.0,0.0,19.5,1.12,standing
45.0,0.0,20.75,0.43,19.0,0.82,standing
44.0,0.82,19.33,0.47,18.0,0.0,standing
43.67,0.47,18.25,0.43,17.67,0.47,standing
42.5,0.5,16.25,0.43,17.75,0.43,standing
42.0,0.0,14.5,0.5,16.25,0.83,standing
41.0,0.82,10.67,1.25,15.75,0.43,standing
40.6,0.49,9.6,1.02,15.25,0.43,standing
40.5,0.5,8.5,1.5,13.75,1.09,standing
40.33,0.47,4.33,2.87,14.0,1.41,standing
40.0,0.71,5.25,2.86,14.25,1.3,standing
40.25,0.83,4.75,1.64,14.0,0.71,standing
41.5,0.5,7.0,0.71,16.0,1.22,standing
41.5,0.5,8.25,0.43,16.75,1.09,standing
41.5,0.5,9.25,0.43,17.25,0.83,standing
40.75,0.83,11.5,0.5,16.0,0.71,standing
40.75,0.43,11.75,0.43,14.5,0.87,standing
42.0,0.0,13.0,1.22,16.75,1.64,standing
41.5,0.5,14.33,0.47,16.33,0.94,standing
41.5,0.5,14.25,0.43,17.75,0.43,standing
41.25,0.83,10.75,1.79,15.75,0.83,standing
40.33,0.94,10.5,0.87,13.0,1.41,standing
39.5,0.5,8.75,0.43,12.25,1.79,standing
38.75,0.43,8.5,0.5,12.5,0.87,standing
38.67,0.47,9.33,0.47,11.75,1.09,standing
39.0,0.0,12.5,0.87,12.0,0.0,standing
39.0,0.0,12.5,0.5,8.75,2.59,standing
39.25,0.43,10.25,2.05,4.67,3.3,standing
39.5,0.5,8.0,1.41,11.75,0.43,standing
40.25,0.83,11.75,0.43,10.75,0.83,standing
40.5,0.5,11.75,0.43,11.5,1.5,standing
41.25,0.43,12.0,0.0,12.75,1.3,standing
41.0,0.71,12.0,0.0,14.33,0.47,standing
40.67,0.47,12.33,0.47,15.0,0.0,standing
40.5,0.5,14.0,0.82,16.33,0.94,standing
41.0,1.0,15.33,0.47,18.0,0.0,standing
40.0,0.0,15.5,0.5,18.5,0.5,standing
41.25,0.43,17.25,0.43,18.75,0.83,standing
41.25,0.83,17.5,0.5,18.25,0.43,standing
41.33,0.47,15.67,0.94,18.0,0.0,standing
41.25,0.83,15.0,0.0,16.0,1.0,standing
41.75,0.43,15.0,0.0,12.25,0.43,standing
42.0,0.0,14.75,0.43,11.25,0.83,standing
42.0,0.0,15.0,0.0,9.25,0.43,standing
42.0,0.0,14.75,0.43,7.5,0.5,standing
41.25,0.83,10.0,2.12,8.67,2.36,standing
41.25,0.83,3.67,2.49,11.5,0.5,standing
42.0,0.0,8.75,0.43,11.25,0.83,standing
42.0,0.0,9.67,0.47,11.33,0.94,standing
41.67,0.47,11.5,0.87,3.5,1.5,standing
41.5,0.5,11.0,1.22,3.0,1.0,standing
41.75,0.43,11.0,1.22,9.75,5.12,standing
42.0,0.0,11.75,0.43,15.5,1.12,standing
42.0,0.0,13.5,1.5,12.5,1.8,standing
42.0,0.0,17.0,0.0,13.5,1.5,standing
41.67,0.47,12.0,2.94,9.5,3.5,standing
40.75,0.83,11.5,0.87,12.25,2.68,standing
41.67,0.47,12.67,0.47,17.0,1.22,standing
42.0,0.0,12.0,0.0,18.0,0.0,standing
42.0,0.0,11.5,0.5,18.0,0.0,standing
42.0,0.0,10.33,1.25,16.33,0.94,standing
42.0,0.0,10.75,0.83,16.75,1.3,standing
42.0,0.0,11.25,1.3,18.25,0.43,standing
42.0,0.0,12.0,0.0,17.75,1.09,standing
42.0,0.0,11.5,0.5,15.67,0.47,standing
42.33,0.47,9.0,0.0,14.25,0.83,standing
42.5,0.5,6.75,1.48,13.0,1.22,standing
42.5,0.5,2.25,0.43,14.5,0.87,standing
42.5,0.5,4.25,1.3,15.25,1.79,standing
42.25,0.43,6.5,2.96,17.75,1.09,standing
42.0,0.0,12.0,0.0,18.5,0.5,standing
42.0,0.0,12.0,0.0,18.5,0.5,standing
42.0,0.0,15.0,0.0,19.0,0.82,standing
42.5,0.5,13.0,0.71,19.75,0.83,standing
42.5,0.5,11.5,0.5,18.25,1.09,standing
42.67,0.47,8.33,1.7,17.67,0.47,standing
42.5,0.5,9.0,0.71,18.0,0.0,standing
42.0,0.0,8.25,0.83,17.75,0.43,standing
42.0,0.0,5.33,1.89,17.5,0.5,standing
42.0,0.0,7.0,0.0,16.5,1.12,standing
42.0,0.0,8.75,3.77,13.25,1.3,standing
42.0,0.0,12.75,0.83,9.5,2.29,standing
42.0,0.0,9.75,2.28,12.5,1.5,standing
42.0,0.0,5.67,2.87,15.0,1.73,standing
42.5,0.5,12.0,0.71,18.0,0.71,standing
42.5,0.5,14.0,0.71,18.0,0.0,standing
42.75,0.43,13.33,0.47,17.67,0.47,standing
43.25,0.43,14.0,1.0,18.25,0.43,standing
43.0,0.71,15.25,0.43,18.5,0.5,standing
43.5,0.5,15.25,0.43,19.75,0.83,standing
43.25,0.83,15.0,0.0,20.25,0.83,standing
43.75,0.43,13.6,1.2,17.0,1.26,standing
44.75,0.43,14.5,0.87,17.0,1.22,standing
43.75,0.83,15.0,0.0,17.33,0.47,standing
42.5,0.5,13.5,1.12,16.25,0.83,standing
43.33,0.47,12.0,0.0,15.0,0.82,standing
43.25,0.43,14.75,0.43,17.25,1.48,standing
42.75,0.83,15.5,0.5,18.5,0.5,standing
43.0,0.71,17.75,0.43,18.25,0.43,standing
43.33,0.47,16.0,0.0,17.75,0.43,standing
44.5,0.5,15.25,0.43,17.0,0.71,standing
44.0,1.0,13.25,1.3,16.0,0.71,standing
42.33,1.25,11.67,0.47,12.75,0.83,standing
40.5,1.12,9.5,0.87,9.0,2.55,standing
40.0,1.0,9.0,0.0,1.0,0.0,standing
39.5,0.5,11.25,1.3,6.67,0.47,standing
39.5,0.5,14.75,0.43,5.25,1.92,standing
40.0,0.82,14.75,0.43,8.0,0.82,standing
39.67,0.94,14.67,0.47,4.25,2.38,standing
39.75,0.83,12.75,0.43,5.0,3.54,standing
39.5,0.5,12.75,1.3,11.0,1.73,standing
40.5,0.5,13.0,1.22,12.5,0.5,standing
40.5,0.5,11.25,0.43,12.0,0.0,standing
41.5,0.5,8.75,1.09,11.25,0.83,standing
41.75,0.43,4.5,2.96,10.0,1.0,standing
41.67,0.47,7.0,1.0,9.33,0.47,standing
41.0,0.0,10.5,0.5,8.0,0.0,standing
40.5,0.5,15.25,1.79,13.25,3.7,standing
41.5,0.5,14.25,2.49,15.5,2.29,standing
42.67,0.94,21.0,0.0,19.75,2.17,standing
43.0,1.41,19.33,1.25,20.5,0.5,standing
42.0,0.0,19.5,0.5,21.0,0.0,standing
43.0,0.82,16.67,0.94,20.5,0.5,standing
43.75,0.43,14.25,1.3,16.5,1.5,standing
42.5,0.5,12.75,1.48,12.0,2.55,standing
42.5,0.5,16.5,0.87,7.5,2.29,standing
42.33,0.47,18.67,0.47,9.67,2.05,standing
42.0,0.0,19.25,0.43,12.75,1.09,standing
42.0,0.0,19.67,0.47,13.67,0.47,standing
42.0,0.0,20.33,0.47,12.5,0.5,standing
42.0,0.0,18.75,0.43,11.75,0.43,standing
42.0,0.0,18.25,0.43,12.67,0.94,standing
42.33,0.47,17.5,0.5,10.67,0.94,standing
43.33,0.94,15.0,0.0,9.5,1.8,standing
45.25,0.43,18.25,2.17,15.0,4.24,standing
47.75,0.43,21.0,0.0,14.0,5.96,standing
48.0,0.0,18.75,1.3,5.0,2.16,standing
48.0,0.0,20.5,0.87,7.0,0.0,standing
47.25,0.43,21.75,0.83,11.75,1.64,standing
48.0,0.0,21.75,0.43,7.33,3.3,standing
48.25,0.43,21.75,0.43,8.33,5.44,standing
47.5,0.87,21.25,0.43,19.0,2.12,standing
44.25,1.48,17.0,1.41,7.33,6.85,standing
42.67,0.47,7.0,3.94,15.33,1.25,standing
42.0,0.0,14.0,1.0,18.75,1.09,standing
42.0,0.0,16.33,0.47,18.75,0.83,standing
42.25,0.43,18.0,0.0,19.5,0.5,standing
42.5,0.5,17.75,0.43,20.5,0.5,standing
42.5,0.5,17.5,0.5,20.5,0.5,standing
43.75,0.43,18.0,0.0,20.5,0.5,standing
45.0,0.0,14.5,2.5,18.75,1.3,standing
47.0,0.71,8.75,1.09,17.5,0.5,standing
46.5,1.12,9.0,0.0,16.67,0.94,standing
44.0,1.22,11.2,2.56,17.4,0.8,standing
43.5,0.5,16.67,1.25,18.33,0.47,standing
43.5,0.5,18.5,0.5,18.25,0.43,standing
43.75,0.43,20.25,0.43,19.0,0.71,standing
44.67,0.47,19.75,0.43,19.33,0.47,standing
44.0,0.71,16.75,1.3,18.5,0.5,standing
43.0,0.71,14.0,1.22,18.25,0.43,standing
40.67,0.94,11.0,1.22,16.33,1.25,standing
38.0,0.82,8.33,0.94,10.67,0.94,standing
37.25,1.3,4.67,3.3,5.67,4.64,standing
37.25,1.3,7.67,1.89,8.25,1.3,standing
37.0,1.22,10.0,5.61,2.75,1.48,standing
41.5,0.5,21.25,0.43,11.0,3.0,standing
42.0,0.0,10.75,5.49,11.75,0.83,standing
42.5,0.5,13.33,0.94,11.75,2.05,standing
42.25,0.43,11.67,2.05,14.33,0.94,standing
39.75,1.48,10.33,4.64,15.67,1.25,standing
38.0,1.0,15.0,0.0,10.75,1.48,standing
38.5,0.87,14.5,0.87,15.33,2.36,standing
40.5,0.5,10.6,3.07,15.0,2.76,standing
41.25,0.83,7.5,2.5,12.67,1.25,standing
41.0,0.82,10.75,1.3,12.33,0.47,standing
41.67,0.47,11.5,0.5,11.0,1.41,standing
42.0,0.0,6.0,3.56,11.75,1.48,standing
41.5,0.87,9.0,4.06,18.5,1.8,standing
38.5,1.12,12.0,0.0,18.0,0.71,standing
37.67,0.94,10.0,0.0,18.25,0.43,standing
38.5,0.5,10.25,2.49,20.5,0.87,standing
38.5,0.5,11.0,0.0,17.75,2.05,standing
39.0,0.0,9.0,1.63,13.5,1.5,standing
39.0,0.0,9.33,0.47,12.25,0.43,standing
39.25,0.43,10.0,0.0,14.75,0.43,standing
40.0,0.71,9.67,0.47,15.67,0.94,standing
40.25,0.83,8.0,1.22,15.0,0.0,standing
40.5,0.5,5.25,1.48,17.0,1.0,standing
41.25,0.43,6.0,0.0,17.0,0.71,standing
41.33,0.47,2.0,1.0,15.67,0.94,standing
40.5,0.5,3.5,1.12,15.0,0.0,standing
40.67,0.94,4.0,1.41,14.25,0.83,standing
41.0,0.71,2.75,0.83,13.5,1.12,standing
41.25,0.83,6.0,1.58,14.0,0.71,standing
41.0,0.71,8.0,0.0,13.5,1.12,standing
41.0,0.71,10.25,0.43,12.75,0.43,standing
40.75,0.83,11.75,0.43,12.75,0.83,standing
40.75,0.43,12.0,0.0,13.75,1.09,standing
40.75,0.83,11.33,0.47,13.0,0.82,standing
40.5,0.5,8.67,0.47,13.25,1.3,standing
41.25,0.83,8.0,0.0,15.0,0.71,standing
41.5,0.5,5.5,1.12,15.0,0.0,standing
41.67,0.47,6.0,2.16,15.33,0.47,standing
41.5,0.5,4.25,1.79,15.5,0.87,standing
41.33,0.47,7.0,1.0,15.25,0.83,standing
41.33,0.47,9.0,0.0,15.0,0.0,standing
41.5,0.5,8.75,0.43,14.25,1.3,standing
41.5,0.5,7.75,1.48,14.75,0.43,standing
41.5,0.5,6.75,0.83,15.0,0.0,standing
41.5,0.5,7.5,0.5,15.5,0.5,standing
42.0,0.0,7.5,0.87,15.25,0.43,standing
42.0,0.0,9.0,0.0,14.5,0.87,standing
41.5,0.5,9.75,0.43,14.0,1.22,standing
41.5,0.5,8.67,0.47,14.33,0.94,standing
41.5,0.5,4.25,0.83,14.75,0.43,standing
41.67,0.47,4.25,0.43,15.0,0.0,standing
41.4,0.49,6.5,0.87,15.4,0.8,standing
41.5,0.5,8.6,1.02,15.4,0.49,standing
41.5,0.5,8.75,0.43,14.25,0.83,standing
41.25,0.83,10.0,0.71,13.5,1.12,standing
41.25,0.83,11.5,0.5,13.75,1.09,standing
41.5,0.5,10.67,1.25,12.33,0.47,standing
42.0,0.0,9.75,0.43,14.33,0.94,standing
42.0,0.0,9.0,0.71,15.25,0.83,standing
41.33,0.47,8.33,0.94,16.0,1.22,standing
41.5,0.5,10.75,1.09,18.0,0.0,standing
41.25,0.83,9.75,0.83,16.75,1.3,standing
40.0,1.0,9.75,1.3,16.75,1.09,standing
39.5,0.5,12.5,0.5,15.5,0.5,standing
39.25,0.43,11.75,0.43,14.25,0.83,standing
39.5,0.5,10.5,0.5,10.0,1.41,standing
39.25,0.43,8.75,0.43,5.33,2.49,standing
39.25,0.43,11.5,1.12,10.5,1.66,standing
40.0,0.71,15.25,0.43,11.75,0.43,standing
40.0,0.71,15.0,0.0,11.67,0.47,standing
39.0,0.71,12.25,0.43,9.67,0.94,standing
38.67,0.47,11.75,0.43,5.0,0.0,standing
38.5,0.5,9.75,0.83,7.75,2.17,standing
38.5,0.5,10.5,0.5,11.0,1.22,standing
38.5,0.5,10.5,0.5,11.25,0.83,standing
38.0,0.82,8.33,0.94,10.0,0.71,standing
38.5,0.5,4.0,2.0,11.25,0.83,standing
38.5,0.5,3.67,1.25,10.25,1.09,standing
38.25,0.83,4.33,1.25,7.0,2.0,standing
38.5,0.5,5.5,0.5,10.67,1.25,standing
38.5,0.5,8.25,0.83,10.0,1.41,standing
38.75,0.43,8.5,0.87,9.75,0.83,standing
40.25,0.83,4.5,2.6,12.0,2.12,standing
41.75,0.43,3.5,1.5,14.75,0.83,standing
41.25,0.83,7.25,1.09,15.25,0.43,standing
40.75,1.3,9.0,0.0,15.0,0.0,standing
40.0,1.0,8.25,0.83,14.0,0.71,standing
40.33,0.94,9.75,0.83,14.33,0.94,standing
41.25,0.83,12.0,0.0,14.75,0.43,standing
41.0,0.71,9.5,0.5,15.75,0.43,standing
40.5,0.5,11.75,0.43,14.75,0.43,standing
39.67,0.94,11.33,0.94,14.0,1.0,standing
40.4,0.8,9.6,0.49,14.25,0.83,standing
41.0,0.82,7.0,2.0,13.5,1.12,standing
39.5,0.87,6.33,1.25,12.0,0.0,standing
39.75,0.83,7.75,1.09,13.0,2.35,standing
41.5,0.5,7.75,1.09,13.5,1.12,standing
40.25,1.3,4.0,1.0,12.0,0.71,standing
39.25,0.43,4.5,0.5,12.0,0.0,standing
39.25,0.43,2.75,0.83,11.33,0.94,standing
39.25,0.43,2.75,0.43,11.25,0.83,standing
39.33,0.47,5.0,0.0,12.5,1.5,standing
42.25,0.43,5.67,0.47,16.0,1.41,standing
42.75,0.83,5.75,0.43,17.75,0.83,standing
42.5,0.5,5.5,1.66,16.5,1.12,standing
42.5,0.5,4.0,1.22,16.5,0.5,standing
42.5,0.5,5.5,0.5,15.75,1.3,standing
42.67,0.47,5.0,1.22,18.0,0.0,standing
42.0,0.0,4.5,1.66,15.5,1.12,standing
41.0,0.82,6.5,0.5,11.5,0.5,standing
39.25,0.43,9.5,4.56,14.0,1.87,standing
39.25,0.43,12.5,0.5,17.25,1.3,standing
40.75,0.43,8.75,2.49,16.5,1.5,standing
41.75,0.43,9.5,0.5,13.0,1.22,standing
42.25,0.43,12.75,1.48,11.75,0.43,standing
42.5,0.5,14.0,0.0,9.75,1.3,standing
45.0,2.12,14.25,0.83,14.25,2.49,standing
46.75,1.09,12.0,2.45,19.67,1.25,standing
45.25,0.43,9.67,1.89,13.33,1.7,standing
44.75,0.43,12.25,2.68,15.5,0.87,standing
43.0,1.41,9.75,2.86,11.0,3.74,standing
37.5,1.5,9.5,4.61,4.75,2.86,standing
39.33,0.47,11.67,2.87,11.0,4.0,standing
