"account_id";"district_id";"frequency";"date"
2155;58;"POPLATEK MESICNE";940608
4519;8;"POPLATEK MESICNE";940608
3539;42;"POPLATEK MESICNE";940608
6511;72;"POPLATEK MESICNE";940610
2569;2;"POPLATEK MESICNE";940610
43;36;"POPLATEK MESICNE";940612
1047;46;"POPLATEK MESICNE";940613
3479;22;"POPLATEK MESICNE";940614
2868;1;"POPLATEK MESICNE";940615
4328;72;"POPLATEK MESICNE";940617
5628;61;"POPLATEK MESICNE";940617
3160;22;"POPLATEK MESICNE";940619
1856;26;"POPLATEK MESICNE";940619
154;46;"POPLATEK MESICNE";940621
3030;65;"POPLATEK MESICNE";940622
1938;1;"POPLATEK MESICNE";940625
1870;10;"POPLATEK MESICNE";940625
3275;74;"POPLATEK MESICNE";940629
8492;2;"POPLATEK MESICNE";940629
10093;1;"POPLATEK TYDNE";940701
3805;9;"POPLATEK MESICNE";940702
200;17;"POPLATEK MESICNE";940703
2471;6;"POPLATEK MESICNE";940703
352;39;"POPLATEK MESICNE";940704
1291;1;"POPLATEK MESICNE";940704
161;28;"POPLATEK MESICNE";940704
711;70;"POPLATEK MESICNE";940706
964;26;"POPLATEK MESICNE";940708
1012;65;"POPLATEK MESICNE";940709
4276;43;"POPLATEK MESICNE";940709
901;60;"POPLATEK MESICNE";940710
7765;52;"POPLATEK TYDNE";940710
90;1;"POPLATEK MESICNE";940713
5574;13;"POPLATEK TYDNE";940714
741;54;"POPLATEK MESICNE";940714
2819;35;"POPLATEK MESICNE";940716
478;58;"POPLATEK MESICNE";940716
2615;68;"POPLATEK MESICNE";940717
3503;1;"POPLATEK MESICNE";940717
3921;18;"POPLATEK MESICNE";940717
662;21;"POPLATEK MESICNE";940718
2654;56;"POPLATEK MESICNE";940721
9627;65;"POPLATEK PO OBRATU";940722
2470;16;"POPLATEK MESICNE";940723
427;8;"POPLATEK MESICNE";940724
709;19;"POPLATEK MESICNE";940725
629;31;"POPLATEK MESICNE";940725
2606;1;"POPLATEK MESICNE";940727
6738;62;"POPLATEK MESICNE";940728
2912;74;"POPLATEK MESICNE";940730
4995;20;"POPLATEK TYDNE";940801
1022;33;"POPLATEK TYDNE";940801
1797;24;"POPLATEK MESICNE";940801
3497;76;"POPLATEK MESICNE";940802
1848;1;"POPLATEK MESICNE";940804
582;12;"POPLATEK MESICNE";940805
3167;18;"POPLATEK MESICNE";940808
1579;57;"POPLATEK MESICNE";940809
610;74;"POPLATEK MESICNE";940811
3536;24;"POPLATEK MESICNE";940811
1017;14;"POPLATEK MESICNE";940811
3017;75;"POPLATEK MESICNE";940812
3112;38;"POPLATEK MESICNE";940812
1360;71;"POPLATEK MESICNE";940814
2747;1;"POPLATEK MESICNE";940814
9192;1;"POPLATEK MESICNE";940816
1398;62;"POPLATEK MESICNE";940818
1246;58;"POPLATEK MESICNE";940818
1592;38;"POPLATEK MESICNE";940818
3728;10;"POPLATEK MESICNE";940818
4131;5;"POPLATEK MESICNE";940819
377;70;"POPLATEK MESICNE";940819
1911;68;"POPLATEK MESICNE";940821
635;21;"POPLATEK MESICNE";940821
3625;3;"POPLATEK MESICNE";940822
3425;70;"POPLATEK MESICNE";940824
1327;65;"POPLATEK MESICNE";940824
8776;64;"POPLATEK MESICNE";940824
2798;70;"POPLATEK MESICNE";940824
2401;16;"POPLATEK MESICNE";940826
3612;70;"POPLATEK MESICNE";940827
4580;9;"POPLATEK MESICNE";940827
3226;65;"POPLATEK MESICNE";940828
7523;63;"POPLATEK MESICNE";940829
3533;74;"POPLATEK MESICNE";940829
422;53;"POPLATEK TYDNE";940829
3608;72;"POPLATEK TYDNE";940830
1105;55;"POPLATEK MESICNE";940901
2596;1;"POPLATEK MESICNE";940902
9006;40;"POPLATEK TYDNE";940902
3579;53;"POPLATEK MESICNE";940902
710;25;"POPLATEK MESICNE";940902
7546;43;"POPLATEK MESICNE";940903
1766;28;"POPLATEK MESICNE";940903
1292;3;"POPLATEK MESICNE";940903
3797;64;"POPLATEK MESICNE";940903
3478;30;"POPLATEK MESICNE";940904
8899;1;"POPLATEK TYDNE";940905
1975;19;"POPLATEK MESICNE";940907
3049;61;"POPLATEK MESICNE";940908
3730;17;"POPLATEK MESICNE";940908
1714;72;"POPLATEK MESICNE";940908
518;74;"POPLATEK MESICNE";940909
6321;1;"POPLATEK MESICNE";940910
3926;72;"POPLATEK MESICNE";940911
1878;52;"POPLATEK TYDNE";940913
3712;3;"POPLATEK MESICNE";940913
2030;51;"POPLATEK MESICNE";940913
3869;72;"POPLATEK MESICNE";940913
1908;20;"POPLATEK MESICNE";940913
3142;2;"POPLATEK MESICNE";940914
1301;18;"POPLATEK MESICNE";940915
3288;54;"POPLATEK MESICNE";940915
318;36;"POPLATEK MESICNE";940916
3336;51;"POPLATEK MESICNE";940919
1653;1;"POPLATEK MESICNE";940919
577;29;"POPLATEK MESICNE";940920
2960;19;"POPLATEK MESICNE";940920
2267;54;"POPLATEK TYDNE";940920
1989;48;"POPLATEK MESICNE";940921
1352;1;"POPLATEK MESICNE";940923
851;15;"POPLATEK MESICNE";940923
716;47;"POPLATEK MESICNE";940925
3555;32;"POPLATEK MESICNE";940926
6;51;"POPLATEK MESICNE";940927
1828;1;"POPLATEK MESICNE";940928
1333;21;"POPLATEK MESICNE";940929
11359;61;"POPLATEK MESICNE";941001
3457;54;"POPLATEK MESICNE";941001
2627;76;"POPLATEK MESICNE";941002
2025;19;"POPLATEK MESICNE";941002
3975;20;"POPLATEK MESICNE";941002
2905;74;"POPLATEK MESICNE";941003
3827;1;"POPLATEK MESICNE";941004
939;55;"POPLATEK MESICNE";941004
1421;71;"POPLATEK MESICNE";941005
1934;46;"POPLATEK MESICNE";941005
3878;23;"POPLATEK MESICNE";941007
2363;47;"POPLATEK MESICNE";941007
1559;14;"POPLATEK MESICNE";941008
2195;73;"POPLATEK MESICNE";941008
1205;73;"POPLATEK MESICNE";941008
2059;37;"POPLATEK MESICNE";941008
2333;45;"POPLATEK MESICNE";941008
3074;74;"POPLATEK TYDNE";941008
2840;15;"POPLATEK MESICNE";941009
2430;3;"POPLATEK MESICNE";941009
2463;56;"POPLATEK MESICNE";941011
3860;4;"POPLATEK MESICNE";941011
2788;54;"POPLATEK MESICNE";941012
8127;37;"POPLATEK MESICNE";941013
596;31;"POPLATEK MESICNE";941013
3622;53;"POPLATEK MESICNE";941015
1312;23;"POPLATEK MESICNE";941015
2742;23;"POPLATEK MESICNE";941015
654;63;"POPLATEK MESICNE";941016
4283;39;"POPLATEK MESICNE";941016
2924;56;"POPLATEK MESICNE";941016
3756;39;"POPLATEK TYDNE";941017
2790;1;"POPLATEK MESICNE";941018
67;16;"POPLATEK MESICNE";941019
2949;1;"POPLATEK MESICNE";941021
3849;75;"POPLATEK MESICNE";941021
5422;66;"POPLATEK MESICNE";941022
988;10;"POPLATEK MESICNE";941022
3058;44;"POPLATEK MESICNE";941023
1958;40;"POPLATEK MESICNE";941024
1441;50;"POPLATEK MESICNE";941025
1109;66;"POPLATEK MESICNE";941027
2536;41;"POPLATEK MESICNE";941028
1295;15;"POPLATEK MESICNE";941028
3419;1;"POPLATEK MESICNE";941029
1993;68;"POPLATEK MESICNE";941030
1076;1;"POPLATEK MESICNE";941030
960;4;"POPLATEK PO OBRATU";941102
201;63;"POPLATEK MESICNE";941102
1168;29;"POPLATEK MESICNE";941103
2365;42;"POPLATEK MESICNE";941104
973;54;"POPLATEK MESICNE";941105
3663;67;"POPLATEK MESICNE";941106
3576;58;"POPLATEK MESICNE";941107
4082;49;"POPLATEK MESICNE";941108
2541;57;"POPLATEK MESICNE";941108
4476;24;"POPLATEK MESICNE";941110
2572;64;"POPLATEK PO OBRATU";941113
2377;77;"POPLATEK MESICNE";941113
1554;47;"POPLATEK MESICNE";941115
5632;5;"POPLATEK TYDNE";941115
940;37;"POPLATEK MESICNE";941115
1583;69;"POPLATEK PO OBRATU";941117
2218;19;"POPLATEK MESICNE";941121
1708;22;"POPLATEK MESICNE";941121
449;19;"POPLATEK MESICNE";941122
2044;6;"POPLATEK MESICNE";941123
11186;12;"POPLATEK MESICNE";941124
29;7;"POPLATEK MESICNE";941124
3752;1;"POPLATEK MESICNE";941125
2028;7;"POPLATEK TYDNE";941126
1294;71;"POPLATEK MESICNE";941127
106;63;"POPLATEK MESICNE";941127
2707;61;"POPLATEK MESICNE";941127
2027;19;"POPLATEK MESICNE";941128
3369;8;"POPLATEK MESICNE";941201
9731;54;"POPLATEK PO OBRATU";941201
1578;48;"POPLATEK MESICNE";941201
8411;20;"POPLATEK MESICNE";941202
1919;18;"POPLATEK MESICNE";941204
1307;56;"POPLATEK MESICNE";941205
2121;64;"POPLATEK MESICNE";941205
1436;3;"POPLATEK MESICNE";941207
3489;9;"POPLATEK MESICNE";941208
3348;4;"POPLATEK MESICNE";941208
2809;73;"POPLATEK MESICNE";941208
3364;21;"POPLATEK TYDNE";941208
2546;1;"POPLATEK MESICNE";941208
2343;68;"POPLATEK MESICNE";941209
594;54;"POPLATEK MESICNE";941209
4434;41;"POPLATEK MESICNE";941209
359;11;"POPLATEK MESICNE";941211
3279;46;"POPLATEK TYDNE";941217
1011;45;"POPLATEK MESICNE";941217
8856;15;"POPLATEK MESICNE";941218
2808;1;"POPLATEK MESICNE";941218
5357;70;"POPLATEK MESICNE";941218
775;1;"POPLATEK MESICNE";941218
2524;1;"POPLATEK MESICNE";941219
3903;58;"POPLATEK MESICNE";941219
802;15;"POPLATEK MESICNE";941220
3567;5;"POPLATEK MESICNE";941220
68;37;"POPLATEK PO OBRATU";941220
1417;75;"POPLATEK MESICNE";941220
3643;1;"POPLATEK MESICNE";941222
10728;71;"POPLATEK MESICNE";941223
2384;40;"POPLATEK MESICNE";941223
1835;74;"POPLATEK MESICNE";941224
3621;32;"POPLATEK MESICNE";941225
1394;32;"POPLATEK MESICNE";941227
3006;64;"POPLATEK MESICNE";950101
2322;33;"POPLATEK MESICNE";950102
1331;59;"POPLATEK MESICNE";950103
2355;1;"POPLATEK MESICNE";950103
3482;70;"POPLATEK MESICNE";950103
4503;50;"POPLATEK MESICNE";950103
2077;29;"POPLATEK MESICNE";950104
685;37;"POPLATEK TYDNE";950104
2163;17;"POPLATEK MESICNE";950105
2239;25;"POPLATEK MESICNE";950105
1706;1;"POPLATEK MESICNE";950105
7795;64;"POPLATEK MESICNE";950105
3128;1;"POPLATEK MESICNE";950106
2978;74;"POPLATEK MESICNE";950106
3141;1;"POPLATEK TYDNE";950106
3250;1;"POPLATEK MESICNE";950106
1955;49;"POPLATEK MESICNE";950107
5650;10;"POPLATEK PO OBRATU";950108
3641;7;"POPLATEK MESICNE";950109
2923;43;"POPLATEK MESICNE";950110
8092;54;"POPLATEK MESICNE";950111
2421;18;"POPLATEK MESICNE";950111
1437;50;"POPLATEK MESICNE";950113
756;65;"POPLATEK MESICNE";950113
3244;56;"POPLATEK MESICNE";950114
10630;41;"POPLATEK MESICNE";950115
3981;23;"POPLATEK MESICNE";950115
3812;72;"POPLATEK MESICNE";950116
4368;1;"POPLATEK MESICNE";950116
2729;40;"POPLATEK MESICNE";950116
2446;3;"POPLATEK MESICNE";950116
839;16;"POPLATEK MESICNE";950117
1625;1;"POPLATEK MESICNE";950117
2563;48;"POPLATEK MESICNE";950117
1414;58;"POPLATEK MESICNE";950117
7562;72;"POPLATEK TYDNE";950117
2185;67;"POPLATEK MESICNE";950118
1446;57;"POPLATEK MESICNE";950118
915;72;"POPLATEK MESICNE";950118
3777;70;"POPLATEK MESICNE";950119
2414;1;"POPLATEK MESICNE";950119
9814;64;"POPLATEK TYDNE";950119
2681;28;"POPLATEK MESICNE";950119
484;1;"POPLATEK MESICNE";950120
217;77;"POPLATEK MESICNE";950120
9030;72;"POPLATEK MESICNE";950121
2352;70;"POPLATEK MESICNE";950121
1526;52;"POPLATEK MESICNE";950122
3841;8;"POPLATEK MESICNE";950122
270;27;"POPLATEK MESICNE";950123
1914;27;"POPLATEK MESICNE";950124
2054;1;"POPLATEK MESICNE";950124
2111;42;"POPLATEK TYDNE";950125
1769;39;"POPLATEK MESICNE";950125
2663;64;"POPLATEK MESICNE";950125
4103;38;"POPLATEK MESICNE";950125
5735;52;"POPLATEK MESICNE";950125
3362;73;"POPLATEK MESICNE";950125
2755;20;"POPLATEK MESICNE";950126
3235;8;"POPLATEK MESICNE";950126
795;25;"POPLATEK MESICNE";950127
1548;47;"POPLATEK MESICNE";950127
650;3;"POPLATEK MESICNE";950128
11042;72;"POPLATEK MESICNE";950129
3421;31;"POPLATEK MESICNE";950201
1112;48;"POPLATEK MESICNE";950203
3583;40;"POPLATEK MESICNE";950203
4001;54;"POPLATEK MESICNE";950204
393;46;"POPLATEK MESICNE";950204
2718;29;"POPLATEK MESICNE";950205
1496;57;"POPLATEK MESICNE";950205
2968;15;"POPLATEK MESICNE";950205
1889;59;"POPLATEK MESICNE";950206
789;39;"POPLATEK MESICNE";950206
7614;62;"POPLATEK MESICNE";950208
8159;26;"POPLATEK MESICNE";950208
2151;38;"POPLATEK MESICNE";950208
3865;50;"POPLATEK MESICNE";950209
4109;54;"POPLATEK MESICNE";950209
515;57;"POPLATEK MESICNE";950209
3817;70;"POPLATEK MESICNE";950210
2268;1;"POPLATEK MESICNE";950211
388;59;"POPLATEK MESICNE";950211
3623;59;"POPLATEK MESICNE";950212
1967;26;"POPLATEK TYDNE";950213
4727;2;"POPLATEK MESICNE";950213
3466;64;"POPLATEK MESICNE";950216
3297;53;"POPLATEK MESICNE";950217
607;16;"POPLATEK MESICNE";950217
1858;72;"POPLATEK MESICNE";950218
3978;59;"POPLATEK MESICNE";950218
70;8;"POPLATEK MESICNE";950218
781;33;"POPLATEK MESICNE";950219
10884;65;"POPLATEK MESICNE";950220
2688;72;"POPLATEK MESICNE";950220
1772;31;"POPLATEK TYDNE";950220
2490;22;"POPLATEK MESICNE";950221
2047;20;"POPLATEK MESICNE";950221
3839;1;"POPLATEK MESICNE";950221
1633;51;"POPLATEK MESICNE";950222
763;1;"POPLATEK MESICNE";950223
4161;1;"POPLATEK MESICNE";950223
2431;74;"POPLATEK MESICNE";950223
3753;28;"POPLATEK MESICNE";950224
1778;15;"POPLATEK MESICNE";950225
2911;33;"POPLATEK MESICNE";950225
3710;1;"POPLATEK MESICNE";950225
1702;56;"POPLATEK MESICNE";950227
3737;34;"POPLATEK MESICNE";950301
190;74;"POPLATEK MESICNE";950302
2865;1;"POPLATEK MESICNE";950303
3014;75;"POPLATEK TYDNE";950303
2680;46;"POPLATEK MESICNE";950303
1129;35;"POPLATEK MESICNE";950303
3233;31;"POPLATEK MESICNE";950303
1287;35;"POPLATEK MESICNE";950304
9897;1;"POPLATEK MESICNE";950304
30;36;"POPLATEK MESICNE";950304
2367;28;"POPLATEK MESICNE";950304
3826;34;"POPLATEK MESICNE";950305
376;25;"POPLATEK MESICNE";950305
1108;26;"POPLATEK MESICNE";950309
108;53;"POPLATEK MESICNE";950310
1802;75;"POPLATEK MESICNE";950310
3230;1;"POPLATEK MESICNE";950311
3989;19;"POPLATEK MESICNE";950311
2723;75;"POPLATEK MESICNE";950312
7859;52;"POPLATEK MESICNE";950314
7606;21;"POPLATEK MESICNE";950315
158;37;"POPLATEK MESICNE";950315
6397;48;"POPLATEK MESICNE";950315
150;73;"POPLATEK MESICNE";950316
3402;76;"POPLATEK TYDNE";950316
2810;66;"POPLATEK MESICNE";950316
586;54;"POPLATEK MESICNE";950316
1261;52;"POPLATEK MESICNE";950318
2856;25;"POPLATEK MESICNE";950318
288;25;"POPLATEK MESICNE";950318
3750;77;"POPLATEK MESICNE";950318
1174;70;"POPLATEK MESICNE";950321
1306;1;"POPLATEK MESICNE";950322
5541;43;"POPLATEK MESICNE";950324
1;18;"POPLATEK MESICNE";950324
981;66;"POPLATEK MESICNE";950325
767;25;"POPLATEK MESICNE";950326
608;32;"POPLATEK MESICNE";950327
1757;75;"POPLATEK MESICNE";950327
6609;16;"POPLATEK MESICNE";950327
870;70;"POPLATEK MESICNE";950327
227;27;"POPLATEK MESICNE";950328
568;18;"POPLATEK MESICNE";950328
1254;74;"POPLATEK MESICNE";950328
1540;1;"POPLATEK MESICNE";950329
1692;56;"POPLATEK MESICNE";950329
1249;67;"POPLATEK MESICNE";950330
95;1;"POPLATEK MESICNE";950330
1561;66;"POPLATEK MESICNE";950401
2540;54;"POPLATEK MESICNE";950401
248;1;"POPLATEK MESICNE";950402
9493;64;"POPLATEK MESICNE";950402
5126;58;"POPLATEK MESICNE";950403
231;22;"POPLATEK MESICNE";950403
2203;47;"POPLATEK MESICNE";950404
6910;76;"POPLATEK MESICNE";950404
1986;46;"POPLATEK MESICNE";950404
2839;70;"POPLATEK MESICNE";950404
1479;54;"POPLATEK MESICNE";950404
3147;54;"POPLATEK MESICNE";950405
6289;64;"POPLATEK MESICNE";950405
1590;77;"POPLATEK MESICNE";950407
7418;21;"POPLATEK MESICNE";950407
19;21;"POPLATEK MESICNE";950407
842;62;"POPLATEK MESICNE";950407
1821;70;"POPLATEK MESICNE";950407
206;61;"POPLATEK MESICNE";950408
3109;18;"POPLATEK MESICNE";950408
7815;19;"POPLATEK TYDNE";950409
7136;12;"POPLATEK TYDNE";950409
1228;62;"POPLATEK MESICNE";950409
893;53;"POPLATEK MESICNE";950412
3702;53;"POPLATEK MESICNE";950413
4852;47;"POPLATEK MESICNE";950413
2750;13;"POPLATEK MESICNE";950413
1046;1;"POPLATEK MESICNE";950414
3729;31;"POPLATEK MESICNE";950414
1862;19;"POPLATEK TYDNE";950415
1309;1;"POPLATEK MESICNE";950415
1315;13;"POPLATEK MESICNE";950417
3321;17;"POPLATEK MESICNE";950418
3231;73;"POPLATEK MESICNE";950418
5724;14;"POPLATEK PO OBRATU";950419
3823;74;"POPLATEK MESICNE";950419
2726;18;"POPLATEK MESICNE";950420
1038;64;"POPLATEK MESICNE";950420
7861;34;"POPLATEK MESICNE";950422
819;20;"POPLATEK MESICNE";950422
455;54;"POPLATEK MESICNE";950423
3930;37;"POPLATEK MESICNE";950425
4423;39;"POPLATEK MESICNE";950426
267;38;"POPLATEK MESICNE";950426
922;61;"POPLATEK MESICNE";950427
3735;1;"POPLATEK MESICNE";950427
3449;1;"POPLATEK MESICNE";950427
2751;31;"POPLATEK MESICNE";950428
404;41;"POPLATEK MESICNE";950428
2547;74;"POPLATEK MESICNE";950428
1248;22;"POPLATEK MESICNE";950429
2331;8;"POPLATEK MESICNE";950429
1010;61;"POPLATEK MESICNE";950501
54;4;"POPLATEK MESICNE";950502
2364;33;"POPLATEK MESICNE";950503
1280;70;"POPLATEK MESICNE";950503
2931;36;"POPLATEK MESICNE";950504
10351;23;"POPLATEK MESICNE";950504
3936;39;"POPLATEK MESICNE";950504
5194;1;"POPLATEK PO OBRATU";950505
3464;25;"POPLATEK MESICNE";950505
533;40;"POPLATEK MESICNE";950507
3940;35;"POPLATEK TYDNE";950507
4538;70;"POPLATEK MESICNE";950507
454;7;"POPLATEK MESICNE";950507
1183;12;"POPLATEK MESICNE";950508
2323;72;"POPLATEK MESICNE";950508
463;51;"POPLATEK MESICNE";950508
285;17;"POPLATEK MESICNE";950508
4105;58;"POPLATEK MESICNE";950508
2525;45;"POPLATEK MESICNE";950508
6434;1;"POPLATEK MESICNE";950508
2919;77;"POPLATEK MESICNE";950510
1741;21;"POPLATEK MESICNE";950510
746;75;"POPLATEK MESICNE";950510
256;37;"POPLATEK MESICNE";950514
3845;48;"POPLATEK MESICNE";950514
4014;56;"POPLATEK PO OBRATU";950515
2178;64;"POPLATEK MESICNE";950515
2935;68;"POPLATEK MESICNE";950515
544;32;"POPLATEK MESICNE";950515
1720;35;"POPLATEK MESICNE";950516
875;63;"POPLATEK MESICNE";950517
733;49;"POPLATEK TYDNE";950517
3251;59;"POPLATEK MESICNE";950518
5358;4;"POPLATEK MESICNE";950518
2521;63;"POPLATEK MESICNE";950519
10963;16;"POPLATEK MESICNE";950520
57;1;"POPLATEK MESICNE";950521
4589;4;"POPLATEK MESICNE";950522
490;45;"POPLATEK MESICNE";950523
3386;2;"POPLATEK MESICNE";950523
8998;61;"POPLATEK MESICNE";950524
11349;1;"POPLATEK TYDNE";950526
2969;29;"POPLATEK MESICNE";950526
1530;70;"POPLATEK MESICNE";950527
1642;64;"POPLATEK MESICNE";950527
6358;3;"POPLATEK MESICNE";950527
10001;24;"POPLATEK MESICNE";950528
3186;10;"POPLATEK MESICNE";950528
1059;8;"POPLATEK MESICNE";950530
3624;32;"POPLATEK TYDNE";950530
1974;42;"POPLATEK MESICNE";950601
2559;32;"POPLATEK MESICNE";950601
11069;37;"POPLATEK MESICNE";950602
3874;51;"POPLATEK MESICNE";950602
3520;72;"POPLATEK MESICNE";950604
2018;42;"POPLATEK MESICNE";950604
2877;37;"POPLATEK MESICNE";950604
2642;68;"POPLATEK MESICNE";950605
553;26;"POPLATEK MESICNE";950606
1092;41;"POPLATEK MESICNE";950606
471;47;"POPLATEK MESICNE";950607
53;77;"POPLATEK MESICNE";950607
1413;65;"POPLATEK MESICNE";950607
5774;1;"POPLATEK MESICNE";950608
3392;1;"POPLATEK MESICNE";950608
1465;30;"POPLATEK MESICNE";950608
1420;68;"POPLATEK MESICNE";950608
1620;17;"POPLATEK MESICNE";950608
4121;54;"POPLATEK MESICNE";950608
754;1;"POPLATEK MESICNE";950608
3045;1;"POPLATEK MESICNE";950608
3453;13;"POPLATEK MESICNE";950608
1696;43;"POPLATEK MESICNE";950609
2139;8;"POPLATEK MESICNE";950609
1793;56;"POPLATEK MESICNE";950610
3725;33;"POPLATEK MESICNE";950611
896;3;"POPLATEK MESICNE";950611
3252;12;"POPLATEK MESICNE";950612
808;69;"POPLATEK MESICNE";950613
3601;54;"POPLATEK MESICNE";950613
131;52;"POPLATEK MESICNE";950613
3124;6;"POPLATEK MESICNE";950613
7618;72;"POPLATEK TYDNE";950613
807;76;"POPLATEK TYDNE";950613
3847;33;"POPLATEK MESICNE";950613
223;39;"POPLATEK MESICNE";950613
2328;35;"POPLATEK MESICNE";950614
1519;9;"POPLATEK MESICNE";950614
10019;8;"POPLATEK MESICNE";950615
458;7;"POPLATEK MESICNE";950616
120;65;"POPLATEK TYDNE";950616
1846;6;"POPLATEK MESICNE";950617
2096;32;"POPLATEK MESICNE";950617
2297;46;"POPLATEK MESICNE";950618
7184;5;"POPLATEK MESICNE";950619
2781;16;"POPLATEK MESICNE";950620
1031;74;"POPLATEK MESICNE";950620
3810;43;"POPLATEK MESICNE";950622
1151;40;"POPLATEK MESICNE";950623
1728;74;"POPLATEK MESICNE";950623
9235;37;"POPLATEK MESICNE";950624
3363;30;"POPLATEK MESICNE";950624
3436;5;"POPLATEK MESICNE";950624
2533;49;"POPLATEK MESICNE";950627
99;1;"POPLATEK MESICNE";950627
638;65;"POPLATEK MESICNE";950628
2292;41;"POPLATEK MESICNE";950629
1725;72;"POPLATEK PO OBRATU";950703
3410;39;"POPLATEK MESICNE";950703
1597;68;"POPLATEK MESICNE";950704
2041;48;"POPLATEK MESICNE";950705
5742;74;"POPLATEK PO OBRATU";950705
4415;73;"POPLATEK MESICNE";950705
4330;47;"POPLATEK MESICNE";950705
3458;63;"POPLATEK MESICNE";950707
3330;76;"POPLATEK MESICNE";950708
6649;1;"POPLATEK MESICNE";950708
3779;74;"POPLATEK MESICNE";950708
1103;66;"POPLATEK MESICNE";950709
731;5;"POPLATEK MESICNE";950711
2307;60;"POPLATEK MESICNE";950712
3474;23;"POPLATEK MESICNE";950712
625;70;"POPLATEK MESICNE";950712
1075;35;"POPLATEK MESICNE";950713
2281;1;"POPLATEK MESICNE";950713
3895;27;"POPLATEK MESICNE";950714
5263;64;"POPLATEK MESICNE";950714
5794;70;"POPLATEK MESICNE";950714
1220;1;"POPLATEK MESICNE";950715
1568;23;"POPLATEK MESICNE";950715
1344;12;"POPLATEK PO OBRATU";950716
8547;14;"POPLATEK TYDNE";950717
1135;1;"POPLATEK MESICNE";950717
4263;5;"POPLATEK MESICNE";950717
3532;73;"POPLATEK MESICNE";950718
1251;34;"POPLATEK TYDNE";950718
1936;70;"POPLATEK MESICNE";950718
2244;46;"POPLATEK MESICNE";950719
2310;15;"POPLATEK MESICNE";950719
1994;42;"POPLATEK MESICNE";950719
720;54;"POPLATEK MESICNE";950720
1472;2;"POPLATEK MESICNE";950720
2144;55;"POPLATEK PO OBRATU";950721
953;14;"POPLATEK MESICNE";950722
4081;11;"POPLATEK MESICNE";950722
10018;8;"POPLATEK MESICNE";950723
2553;41;"POPLATEK MESICNE";950724
2520;18;"POPLATEK MESICNE";950725
1252;13;"POPLATEK TYDNE";950726
3357;54;"POPLATEK MESICNE";950726
6985;38;"POPLATEK MESICNE";950727
2957;25;"POPLATEK MESICNE";950728
4948;43;"POPLATEK MESICNE";950729
1803;24;"POPLATEK MESICNE";950729
2577;7;"POPLATEK MESICNE";950730
1009;1;"POPLATEK TYDNE";950801
2265;65;"POPLATEK MESICNE";950803
675;58;"POPLATEK MESICNE";950803
5033;54;"POPLATEK MESICNE";950803
1971;41;"POPLATEK MESICNE";950804
2830;20;"POPLATEK MESICNE";950804
1927;42;"POPLATEK MESICNE";950804
5118;72;"POPLATEK MESICNE";950805
3203;23;"POPLATEK MESICNE";950807
3270;30;"POPLATEK MESICNE";950808
1520;48;"POPLATEK MESICNE";950808
4681;70;"POPLATEK MESICNE";950808
3902;1;"POPLATEK MESICNE";950808
8327;1;"POPLATEK TYDNE";950808
1203;72;"POPLATEK MESICNE";950809
2608;19;"POPLATEK MESICNE";950809
2206;45;"POPLATEK MESICNE";950810
3216;3;"POPLATEK MESICNE";950811
1122;13;"POPLATEK MESICNE";950812
786;53;"POPLATEK MESICNE";950812
3631;1;"POPLATEK MESICNE";950813
2514;16;"POPLATEK MESICNE";950813
75;1;"POPLATEK MESICNE";950813
3679;64;"POPLATEK MESICNE";950815
2562;35;"POPLATEK MESICNE";950815
2280;68;"POPLATEK MESICNE";950817
3896;45;"POPLATEK MESICNE";950817
11138;70;"POPLATEK TYDNE";950818
5213;1;"POPLATEK MESICNE";950818
531;31;"POPLATEK MESICNE";950818
6856;43;"POPLATEK MESICNE";950819
5024;70;"POPLATEK MESICNE";950820
560;36;"POPLATEK MESICNE";950820
11382;74;"POPLATEK MESICNE";950820
2855;27;"POPLATEK MESICNE";950821
2858;56;"POPLATEK MESICNE";950822
3763;55;"POPLATEK MESICNE";950823
995;64;"POPLATEK MESICNE";950823
3315;23;"POPLATEK MESICNE";950824
3582;19;"POPLATEK MESICNE";950826
420;75;"POPLATEK MESICNE";950826
937;43;"POPLATEK MESICNE";950826
4258;51;"POPLATEK MESICNE";950826
5066;13;"POPLATEK TYDNE";950827
2236;73;"POPLATEK MESICNE";950827
3995;12;"POPLATEK MESICNE";950827
894;46;"POPLATEK MESICNE";950827
418;36;"POPLATEK MESICNE";950827
3254;36;"POPLATEK MESICNE";950827
32;5;"POPLATEK MESICNE";950828
213;73;"POPLATEK MESICNE";950829
2833;64;"POPLATEK MESICNE";950830
3553;70;"POPLATEK MESICNE";950830
9052;43;"POPLATEK PO OBRATU";950830
3139;12;"POPLATEK MESICNE";950830
1562;1;"POPLATEK MESICNE";950830
1961;13;"POPLATEK MESICNE";950830
353;24;"POPLATEK MESICNE";950830
1640;13;"POPLATEK MESICNE";950901
6872;15;"POPLATEK MESICNE";950902
532;26;"POPLATEK MESICNE";950902
674;49;"POPLATEK MESICNE";950902
10365;22;"POPLATEK MESICNE";950902
430;54;"POPLATEK MESICNE";950902
429;63;"POPLATEK MESICNE";950903
3269;37;"POPLATEK MESICNE";950903
1810;50;"POPLATEK MESICNE";950903
665;8;"POPLATEK MESICNE";950903
3855;33;"POPLATEK MESICNE";950904
3866;60;"POPLATEK MESICNE";950905
